,Ratings,Full_review
6014,1,"Bought a month back, The worst product i have ever used !! Very very poor performance , never and ever buy this product ! Wish to breakdown to pieces but i spent around 28k"
6015,3,Takes too much time to start. Hanging problem.
6016,1,"Don't buy this..  Very ordinary processor, it hangs a lot.. Cannot use it even for official use..  Cheap things are not the best and best things are not cheap!!!  BUY HP or a DELL Latitude.."
6017,1,"Laptop is very very very slow.. while using this laptop we will feel sleepy because of the slowness.. lagging every time, not responding when trying to open any application..  I have upgraded it's Ram to 8 GB but no difference..  Design is very good but what is the use if performance is such slow.."
6018,4,Don't think more?just go for it?
6019,3,Works very slow
6020,5,Nice!!!!! Good Budget Laptop.........Highly Recommended
6021,3,I am writing this Review after using this product after 1 & half month. I purchased this product for my wife which she is currently using for her office work. Good thing about this laptop is it has good screen and performance is also good. Keyboard has number which is again a useful feature for working person. Only thing which flipkart promised & was not fulfilled was it will come with 1 year mcafee antivirus protection it got expired in one month.
6022,4,Best laptop under budget i am using more than 2 months I would suggest u to buy this under an average price
6023,4,"Good, but bit slow."
6024,1,Very bad processing. PC very slow. Not work the money. Trust me. Dont buy this
6025,5,Excellent product value of money
6026,1,"Horrible performance after a year, keyboard quality is very poor the backspace button was broken.... Not advisable for heavy users... Actually this device is not good for basic surfing too.... Lenovo should stop the production of this scrap... As u can see the booting is so slow that it never starts before 10mins and now it has crossed it limit by taking more than 30 mins but still has not booted..."
6027,3,"Does not come with McAfee antivirus 1 year subscription free as mentioned in product description but when raised a request by providing screenshots of product description which I took while placing order, Flipkart asked me to purchase McAfee 1yr license and then provide them with invoice which they then refunded to me in wallet, thanks Flipkart, awesome support. Tapping device is erratic, will need wireless mouse as soon you purchase this laptop. Will need to upgrade atleast 4GB extra DDR4 RA..."
6028,5,Good
6029,4,Good quality of sound and display ...battery backup upto 3hr max..
6030,3,"Too slow, rest everything ok."
6031,1,"Extremely slow and pathetic laptop. It takes forever to start this laptop. I recorded the lag time for opening applications and was surprised to see how come a laptop be this slow in current times. My 1998 PC is faster than this junk. It takes 1 min 2 sec to open web browser, 38 seconds to open another tab in web browser. around 3 minutes to open zoom meeting and stabilize streaming of online meeting. This is when I have not installed any other application apart from whatever comes packaged ..."
6032,2,Touch pad is so bad.
6033,1,System is very very slow and laggy.. dont go fo this.
6034,4,Good
6035,5,Very nice product
6036,1,I have brought this a month ago But its showing is warranty period already used 6 of month. And i only got 6 month of remaining period. Online its a scam please dont buy online also not all are genuine parts. Please dont buy online
6037,3,The laptop hangs alot and is very slow
6038,2,It's processor is not good very bd product
6039,4,All I can say it's good but it is laggy and sometimes you may have to power off.I have bought it recently and although good but speakers have less volume. Camera quality good and battery is although not very good just fine and value for money and it is good option to buy. In budget range it is good to have and a good option.
6040,2,"Very slow, bought it for my son for his online class... Its very slow normally his class start 8.45 am..He need to open system by 8.30 am...then only he will be able to attend class in Time...Its a basic laptop..if your are looking for gaming or planning to do something which need performance it will be wrong choice"
6041,4,Just a basic laptop for browsing and online classes the quality is good
6042,2,Useless waste of money
6043,4,Best display but it is but slower. I may have to add an ssd for more comfortable
6044,5,Vest vudget laptop
6045,3,"The laptop is very slow, it was a wrong purchase."
6046,1,Not Satisfied
6047,4,"The lesser ram variant have a 100% disk issue but overall a fluent experience , would recommend a 8 gb ram variant but 5 star experience for student laptop use"
6048,3,Bettery backup is not more than 2 hours
6049,2,Hello sir I trust flipkart company but u are cheater because I purchased Lenovo laptop on flipkart but web cam and speaker volume is not gud your team give me refund on 26june but you are cheater you cancel my refund
6050,5,nice
6051,1,Slow processor. Don't bye
6052,3,Process speed is slow
6053,3,Waste of money
6054,1,"It's became slow and taking so much time on every single click I recommend you please check this laptop for 3 days ,if you find and slowness please return it ."
6055,5,The battery is giving back up of 3+ hours on using in any condition with the wifi connected watching videos with Bluetooth speaker connected .. Totally satisfied with the performance bought it for work from home for flipkart process and I am totally satisfied with the performance
6056,1,Very slow..
6057,5,Nice colours Smooth view of screen
6058,4,Nice product...but very slow...customers who are planning to buy this can upgrade for better performance and to be fast.
6059,1,it is just worst performing laptop I have seen till now.It almost takes 5-8minutes in booting and works ultra slow in simple applications.
6060,1,Its too slow dont know why they make models without SSD
6061,4,good product
6062,5,good
6063,5,Working as expected
6064,3,Its only movies and brosing
6065,5,Best product under 30k ...no issues ..
6066,1,"HORRIBLE-DO NOT BUY THIS, TAKES AGES TO START OR OPEN ANY WINDOW. NOT AT ALL WORTHY"
6067,1,Please Don't buy this laptop. I am using this laptop from 27th May 2021. It was working fine for only 10days.After 10days Laptop was Hanging like old laptop.Flipkart also not supported.😔
6068,5,Superb......awesome....thank u flipkart
6069,3,"Keys are very cheap in quality, and a bit heavy for a laptop. Ye the body has a nice overall feel."
6070,4,It's a value for money
6071,5,Best laptop
6072,5,Very much in the description no problemo
6073,5,Very slow laptop
6074,1,"Worst experience with flipkart, after we received a worst quality piece, and no proper audio, it's been 1month,still no response from flipkart regarding return,amount is blocked, it completely waste of time with flipkart and it's services"
